Region,Date,Vegetation_index_mean,Vegetation_index_max,Vegetation_index_min,Vegetation_index_std,Vegetation_index_variance
NSW,2006-11-01,0.316723031,0.989899993,-0.19999998800000002,0.181054716,0.03278081
NSW,2006-12-01,0.30937725899999996,0.979999959,-0.19999998800000002,0.180071633,0.032425793
NSW,2007-01-01,0.30968594,0.986799955,-0.19999998800000002,0.179098249,0.032076183
NSW,2007-02-01,0.32129933,0.97179997,-0.19999998800000002,0.185191393,0.034295852
NSW,2007-03-01,0.363577951,0.976399958,-0.19999998800000002,0.214540623,0.046027679
NSW,2007-04-01,0.361579566,0.98089999,-0.19999998800000002,0.20831306800000002,0.04339433400000001
NSW,2007-05-01,0.434657675,0.979999959,-0.19999998800000002,0.193038653,0.037263921
NSW,2007-06-01,0.487715006,0.968699992,-0.19999998800000002,0.18532615600000002,0.034345784
NSW,2007-07-01,0.49183461799999995,0.973549962,-0.19999998800000002,0.185913203,0.034563719
NSW,2007-08-01,0.467584916,0.9796999690000001,-0.19999998800000002,0.20693903800000002,0.042823765
NSW,2007-09-01,0.397514088,0.95449996,-0.19999998800000002,0.199675839,0.039870441
NSW,2007-10-01,0.344548323,0.95449996,-0.19999998800000002,0.188172277,0.035408806
NSW,2007-11-01,0.339336839,0.99939996,-0.19999998800000002,0.20249014899999998,0.04100226
NSW,2007-12-01,0.37441978299999995,0.982899964,-0.19999998800000002,0.206996619,0.0428476
NSW,2008-01-01,0.397123669,0.997500002,-0.19999998800000002,0.212198625,0.045028257
NSW,2008-02-01,0.41193467899999997,0.966099977,-0.19999998800000002,0.21410171600000003,0.045839545
NSW,2008-03-01,0.382396232,0.975099981,-0.19999998800000002,0.208468829,0.043459252999999996
NSW,2008-04-01,0.37216764,0.977499962,-0.19999998800000002,0.207733435,0.04315318
NSW,2008-05-01,0.37623021799999995,0.969599962,-0.19999998800000002,0.205264387,0.04213346900000001
NSW,2008-06-01,0.40901694,0.986899972,-0.19999998800000002,0.200824662,0.040330545
NSW,2008-07-01,0.418643882,0.969599962,-0.19999998800000002,0.196487999,0.038607534
NSW,2008-08-01,0.41457621,0.9850999709999999,-0.19999998800000002,0.20258126899999998,0.04103917
NSW,2008-09-01,0.411677411,0.9766999479999999,-0.19999998800000002,0.209861464,0.044041834
NSW,2008-10-01,0.360082019,0.966600001,-0.19999998800000002,0.202157598,0.040867693999999996
NSW,2008-11-01,0.34993623100000004,0.9975999590000001,-0.19999998800000002,0.205124467,0.042076047000000005
NSW,2008-12-01,0.35694665799999997,0.944966674,-0.19999998800000002,0.20283154899999997,0.041140637
NSW,2009-01-01,0.331997751,1.051999927,-0.257200003,0.195517992,0.038227285
NSW,2009-02-01,0.340742836,0.972899973,-0.21519999199999998,0.200091823,0.040036737999999995
NSW,2009-03-01,0.36267576799999995,1.0198999640000002,-0.254000008,0.20869071100000003,0.043551812999999995
NSW,2009-04-01,0.374520704,0.9700999859999999,-0.218649998,0.211049236,0.04454178
NSW,2009-05-01,0.398389494,0.97329998,-0.284700006,0.212756909,0.045265502
NSW,2009-06-01,0.445159305,0.995899975,-0.222199991,0.202705682,0.041089594
NSW,2009-07-01,0.475210666,0.9671999809999999,-0.257999986,0.202365271,0.040951703
NSW,2009-08-01,0.45326355,1.012899995,-0.23199999300000002,0.21006057399999997,0.044125445
NSW,2009-09-01,0.389030681,1.004699945,-0.272199988,0.198573855,0.039431576
NSW,2009-10-01,0.33998551899999996,0.9702999590000001,-0.245249987,0.192223251,0.036949777999999996
NSW,2009-11-01,0.31423117300000003,0.9700999859999999,-0.22149999399999998,0.183808002,0.033785382
NSW,2009-12-01,0.33420067800000003,0.9671999809999999,-0.222233325,0.181603882,0.03297997
NSW,2010-01-01,0.364241593,1.031999946,-0.281499982,0.208677093,0.043546129
NSW,2010-02-01,0.41992570700000004,0.9884999990000001,-0.220049992,0.210188885,0.044179367000000004
NSW,2010-03-01,0.451852377,1.0576000209999998,-0.256899983,0.19356169399999998,0.037466129
NSW,2010-04-01,0.444067434,1.044999957,-0.262400001,0.19648655199999998,0.038606965
NSW,2010-05-01,0.443009885,1.0602999929999999,-0.256999999,0.192665145,0.037119858
NSW,2010-06-01,0.468602732,1.041499972,-0.316199988,0.186927585,0.034941922
NSW,2010-07-01,0.496835022,1.092199922,-0.239599988,0.19067384699999998,0.036356516
NSW,2010-08-01,0.523177276,0.96419996,-0.300599992,0.193403949,0.037405087999999996
NSW,2010-09-01,0.526983532,1.0030000209999999,-0.233249992,0.192905295,0.037212453
NSW,2010-10-01,0.48756979899999997,0.9427499770000001,-0.250750005,0.194841405,0.037963172999999996
NSW,2010-11-01,0.451908095,1.054099917,-0.272300005,0.186892311,0.034928736
NSW,2010-12-01,0.462591429,0.965999961,-0.24479998600000002,0.18019549,0.032470415
NSW,2011-01-01,0.44779787200000004,1.004699945,-0.268399984,0.18295619800000001,0.03347297
NSW,2011-02-01,0.473266736,1.104200006,-0.298199981,0.17452952800000002,0.030460556
NSW,2011-03-01,0.48695363,1.054299951,-0.297299981,0.182069704,0.033149377
NSW,2011-04-01,0.483529651,1.05129993,-0.317900002,0.18528406,0.034330183
NSW,2011-05-01,0.468125291,1.0980999470000001,-0.303799987,0.18560187399999997,0.034448056
NSW,2011-06-01,0.46143888,1.102399945,-0.302100003,0.18282575899999998,0.033425258
NSW,2011-07-01,0.459491124,1.101099968,-0.285299987,0.182751726,0.033398193
NSW,2011-08-01,0.46905800200000003,0.9766999479999999,-0.223549992,0.186620818,0.03482733
NSW,2011-09-01,0.45360203,1.09070003,-0.337099999,0.191915695,0.036831634
NSW,2011-10-01,0.42056332700000004,1.004199982,-0.271099985,0.191583795,0.03670435
NSW,2011-11-01,0.404595163,1.025099993,-0.287599981,0.19663985399999998,0.038667232
NSW,2011-12-01,0.42570449,0.986899972,-0.207366675,0.187055298,0.034989685
NSW,2012-01-01,0.39246099100000004,1.102800012,-0.320600003,0.179355684,0.032168462
NSW,2012-02-01,0.446051479,0.966600001,-0.217950001,0.199586793,0.039834888
NSW,2012-03-01,0.49947885700000005,0.98939997,-0.225449994,0.184381405,0.033996502000000005
NSW,2012-04-01,0.487111597,1.0325999259999998,-0.23204998699999999,0.18565749899999998,0.034468707
NSW,2012-05-01,0.468868395,1.0500999690000001,-0.22614999100000002,0.18590173,0.034559453
NSW,2012-06-01,0.47009519899999996,1.067899942,-0.260399997,0.184400011,0.034003364
NSW,2012-07-01,0.47754547299999994,0.9842000009999999,-0.257499993,0.182219235,0.033203849
NSW,2012-08-01,0.461503757,0.964899957,-0.27279999899999996,0.18023087399999999,0.032483168
NSW,2012-09-01,0.43711616600000003,0.976399958,-0.246849999,0.180564523,0.032603547000000004
NSW,2012-10-01,0.385839444,0.934699953,-0.237949997,0.175238665,0.03070859
NSW,2012-11-01,0.351425837,1.045499921,-0.2491,0.177446977,0.03148743
NSW,2012-12-01,0.34817899700000005,0.9564999940000001,-0.242499992,0.183805965,0.033784633
NSW,2013-01-01,0.348071246,0.996799946,-0.19999998800000002,0.19155556399999998,0.036693534
NSW,2013-02-01,0.365721911,0.972899973,-0.19999998800000002,0.196581463,0.038644272
NSW,2013-03-01,0.41947710200000005,0.9766999479999999,-0.19999998800000002,0.216164947,0.046727284
NSW,2013-04-01,0.405171596,0.989099979,-0.19999998800000002,0.211653819,0.044797339000000005
NSW,2013-05-01,0.410032525,0.989899993,-0.19999998800000002,0.20388551600000002,0.041569304
NSW,2013-06-01,0.460621154,0.98269999,-0.19999998800000002,0.191519678,0.036679787
NSW,2013-07-01,0.512430365,0.975899994,-0.19999998800000002,0.194382406,0.03778452
NSW,2013-08-01,0.492802998,0.968199968,-0.19999998800000002,0.20525944399999999,0.04213143900000001
NSW,2013-09-01,0.43462904399999996,0.9850999709999999,-0.19999998800000002,0.20476803899999999,0.04192995
NSW,2013-10-01,0.35972548600000004,0.942299962,-0.19999998800000002,0.18247542100000003,0.033297279
NSW,2013-11-01,0.32843236600000003,0.996799946,-0.19999998800000002,0.180084893,0.032430569
NSW,2013-12-01,0.334117032,0.975299954,-0.19999998800000002,0.188980128,0.035713489
NSW,2014-01-01,0.320179051,0.995499969,-0.19999998800000002,0.178057195,0.031704365
NSW,2014-02-01,0.333172583,0.976099968,-0.19999998800000002,0.179729014,0.032302517999999995
NSW,2014-03-01,0.412400152,0.978199959,-0.19999998800000002,0.202382814,0.040958802999999995
NSW,2014-04-01,0.48762580299999997,0.991400003,-0.19999998800000002,0.21059621,0.044350764
NSW,2014-05-01,0.495688543,0.9794999959999999,-0.19999998800000002,0.20144567600000002,0.04058036
NSW,2014-06-01,0.513229364,0.9878000020000001,-0.19999998800000002,0.201366346,0.040548405
NSW,2014-07-01,0.484491735,0.98179996,-0.19999998800000002,0.20671941800000002,0.042732917999999995
NSW,2014-08-01,0.468967436,0.986799955,-0.19999998800000002,0.20610029600000002,0.042477332
NSW,2014-09-01,0.433915404,0.966600001,-0.19999998800000002,0.202600082,0.041046793
NSW,2014-10-01,0.35779801299999997,0.97179997,-0.19999998800000002,0.18957718399999998,0.035939509
NSW,2014-11-01,0.324827202,0.9968999620000001,-0.19999998800000002,0.18171126699999998,0.033018984
NSW,2014-12-01,0.36001531299999995,0.981299996,-0.19999998800000002,0.201517277,0.040609213
NSW,2015-01-01,0.398910486,0.998999953,-0.19999998800000002,0.211744677,0.044835808
NSW,2015-02-01,0.386077799,0.97359997,-0.19999998800000002,0.212877929,0.045317012000000004
NSW,2015-03-01,0.36938774700000004,0.98029995,-0.19999998800000002,0.20877805300000002,0.043588275999999995
NSW,2015-04-01,0.402294041,0.9874999520000001,-0.19999998800000002,0.211968856,0.044930795999999995
NSW,2015-05-01,0.444386215,0.9919999840000001,-0.19999998800000002,0.20995359,0.04408051
NSW,2015-06-01,0.487744341,0.9957000020000001,-0.19999998800000002,0.19657038899999998,0.038639917999999995
NSW,2015-07-01,0.520228864,0.993900001,-0.19999998800000002,0.196024979,0.038425792
NSW,2015-08-01,0.525018835,0.977499962,-0.19999998800000002,0.20660308300000002,0.042684834000000005
NSW,2015-09-01,0.465349822,0.9806999559999999,-0.19999998800000002,0.211403528,0.044691452
NSW,2015-10-01,0.392739102,0.9739999770000001,-0.19999998800000002,0.20155656100000002,0.040625047000000004
NSW,2015-11-01,0.370744919,0.994399965,-0.19999998800000002,0.201007603,0.040404056
NSW,2015-12-01,0.360202255,0.9950999620000001,-0.20619998899999997,0.198620465,0.039450089
NSW,2016-01-01,0.37327952700000006,1.076799989,-0.272199988,0.215851789,0.046591995
NSW,2016-02-01,0.375248794,1.021199942,-0.249799997,0.20333384,0.041344651
NSW,2016-03-01,0.360778274,1.041299939,-0.27759999,0.20428538899999998,0.04173252
NSW,2016-04-01,0.366625917,1.063499928,-0.2333,0.205660882,0.042296398
NSW,2016-05-01,0.44519977,1.030200005,-0.28729999100000003,0.18962412899999997,0.03595731
NSW,2016-06-01,0.522837889,0.9884999990000001,-0.299999982,0.192909512,0.03721408
NSW,2016-07-01,0.572152972,0.975349963,-0.299999982,0.19390071600000003,0.037597488
NSW,2016-08-01,0.581668246,0.9790999890000001,-0.19999998800000002,0.19334411899999998,0.037381948
NSW,2016-09-01,0.5634427129999999,0.979799986,-0.19999998800000002,0.19417932300000001,0.037705609
NSW,2016-10-01,0.484455339,0.980599999,-0.19999998800000002,0.19132705600000002,0.036606042000000005
NSW,2016-11-01,0.403118408,0.995999992,-0.19999998800000002,0.184436451,0.034016804
NSW,2016-12-01,0.37914595100000004,0.936733305,-0.19999998800000002,0.180115193,0.032441483
NSW,2017-01-01,0.387131369,0.998299956,-0.19999998800000002,0.190050967,0.03611937
NSW,2017-02-01,0.377896575,0.958700001,-0.19999998800000002,0.193293779,0.037362485
NSW,2017-03-01,0.412662336,0.987599969,-0.19999998800000002,0.206331635,0.042572744
NSW,2017-04-01,0.456487737,0.9879999759999999,-0.19999998800000002,0.219795094,0.048309883
NSW,2017-05-01,0.485783179,0.9976999759999999,-0.19999998800000002,0.21206915899999998,0.044973328
NSW,2017-06-01,0.48689635700000006,0.996199965,-0.19999998800000002,0.20703107699999998,0.042861867000000005
NSW,2017-07-01,0.47071375299999996,0.9815999870000001,-0.19999998800000002,0.205894981,0.042392743
NSW,2017-08-01,0.445012965,0.988399982,-0.19999998800000002,0.206217261,0.042525559000000004
NSW,2017-09-01,0.412278336,0.9813999529999999,-0.19999998800000002,0.19563633600000002,0.038273576000000004
NSW,2017-10-01,0.389205,0.971199989,-0.19999998800000002,0.19741200600000003,0.0389715
NSW,2017-11-01,0.36139793200000003,0.99059999,-0.19999998800000002,0.19144898100000002,0.036652712000000004
NSW,2017-12-01,0.37709458799999995,0.98969996,-0.19999998800000002,0.19467055,0.037896623
NSW,2018-01-01,0.36590295700000003,0.9957999590000001,-0.19999998800000002,0.195630296,0.038271213
NSW,2018-02-01,0.360724495,0.984599948,-0.19999998800000002,0.197956331,0.039186709
NSW,2018-03-01,0.375255939,0.974599957,-0.19999998800000002,0.207958143,0.043246589
NSW,2018-04-01,0.37736617299999997,0.9749999640000001,-0.19999998800000002,0.21032814800000002,0.04423793
NSW,2018-05-01,0.379137624,0.9813999529999999,-0.19999998800000002,0.208621069,0.043522751
NSW,2018-06-01,0.40096724899999997,0.989199996,-0.19999998800000002,0.210367814,0.044254617
NSW,2018-07-01,0.39284065,0.9794999959999999,-0.19999998800000002,0.206466968,0.042628609000000005
NSW,2018-08-01,0.37964156600000004,0.993399978,-0.19999998800000002,0.206470601,0.042630109000000006
NSW,2018-09-01,0.36346607700000005,0.9794999959999999,-0.19999998800000002,0.200476529,0.040190839
NSW,2018-10-01,0.35539824799999997,0.9928999540000001,-0.19999998800000002,0.198053177,0.039225061
NSW,2018-11-01,0.34729335200000006,0.994799972,-0.19999998800000002,0.201826475,0.040733926000000004
NSW,2018-12-01,0.334104299,0.98969996,-0.19999998800000002,0.197359748,0.03895087
NSW,2019-01-01,0.328516835,0.990799963,-0.19999998800000002,0.20317719,0.041280971
NSW,2019-02-01,0.321631832,0.998099983,-0.19999998800000002,0.191444615,0.036651041
NSW,2019-03-01,0.34194314299999995,0.990099967,-0.19999998800000002,0.20668736399999998,0.042719665999999996
NSW,2019-04-01,0.38400621799999995,0.9840999840000001,-0.19999998800000002,0.217006339,0.047091750999999994
NSW,2019-05-01,0.428099539,0.987899959,-0.19999998800000002,0.211237507,0.044621284000000004
NSW,2019-06-01,0.44540058,0.995399952,-0.19999998800000002,0.21397400100000002,0.045784873
NSW,2019-07-01,0.44513595,0.9929999709999999,-0.19999998800000002,0.219535802,0.048195968
NSW,2019-08-01,0.41238604,0.992799997,-0.19999998800000002,0.216266013,0.046770989000000006
NSW,2019-09-01,0.35692964200000005,0.986399949,-0.19999998800000002,0.19575874199999999,0.038321485
NSW,2019-10-01,0.307580265,0.9769999979999999,-0.19999998800000002,0.17089913199999998,0.029206512999999996
NSW,2019-11-01,0.287437215,0.9788999559999999,-0.19999998800000002,0.157639002,0.024850055
NSW,2019-12-01,0.271920251,0.986399949,-0.19999998800000002,0.143488285,0.020588888
NSW,2020-01-01,0.289264513,0.9887999890000001,-0.19999998800000002,0.161298276,0.026017134
NSW,2020-02-01,0.34190871700000003,1.076300025,-0.3565,0.197475765,0.038996678
NSW,2020-03-01,0.420350815,1.093799949,-0.383399993,0.22241896100000003,0.049470194
NSW,2020-04-01,0.47314962200000005,0.987399995,-0.19999998800000002,0.21931231899999998,0.048097892999999996
NSW,2020-05-01,0.495219126,1.034199953,-0.475599974,0.209962597,0.044084292000000004
NSW,2020-06-01,0.521295434,0.9918499590000001,-0.19999998800000002,0.213039073,0.045385647
NSW,2020-07-01,0.535514576,0.984599948,-0.19999998800000002,0.228148828,0.052051888
NSW,2020-08-01,0.538258852,0.967700005,-0.19999998800000002,0.22363585100000002,0.050012994000000005
NSW,2020-09-01,0.504632419,0.9796999690000001,-0.19999998800000002,0.222170778,0.049359855
NSW,2020-10-01,0.446502491,0.989299953,-0.199599996,0.20641001,0.042605092000000004
NT,2005-01-01,0.300478332,0.9985999459999999,-0.19999998800000002,0.152620601,0.023293047999999997
NT,2005-02-01,0.308120258,0.994799972,-0.19999998800000002,0.164542083,0.027074097000000002
NT,2005-03-01,0.301442121,0.9853000040000001,-0.19999998800000002,0.159997075,0.025599063999999998
NT,2005-04-01,0.285698365,0.992399991,-0.19999998800000002,0.144754148,0.020953763
NT,2005-05-01,0.266351206,0.980499983,-0.19999998800000002,0.12413176599999999,0.015408695
NT,2005-06-01,0.25824047699999997,0.994099975,-0.19999998800000002,0.111426787,0.012415929
NT,2005-07-01,0.251138602,0.9963999990000001,-0.19999998800000002,0.09829559,0.009662023
NT,2005-08-01,0.238232136,0.9921999570000001,-0.19999998800000002,0.084666621,0.007168437
NT,2005-09-01,0.230683713,0.9916999940000001,-0.19999998800000002,0.078560546,0.006171759000000001
NT,2005-10-01,0.243869604,0.9850999709999999,-0.19999998800000002,0.083054664,0.006898077
NT,2005-11-01,0.262154063,0.9941999909999999,-0.19999998800000002,0.11137661,0.012404749
NT,2005-12-01,0.28568239,0.964999974,-0.19999998800000002,0.126036821,0.01588528
NT,2006-01-01,0.274214464,0.9983999729999999,-0.19999998800000002,0.12233524400000001,0.014965912
NT,2006-02-01,0.351745652,0.9709999559999999,-0.19999998800000002,0.159494627,0.025438536
NT,2006-03-01,0.33614166799999995,0.979299963,-0.19999998800000002,0.138802788,0.019266214
NT,2006-04-01,0.35713860700000005,0.9976999759999999,-0.19999998800000002,0.157805637,0.024902618999999997
NT,2006-05-01,0.346621145,0.971199989,-0.19999998800000002,0.144770048,0.020958367
NT,2006-06-01,0.320888319,0.983199954,-0.19999998800000002,0.127690558,0.016304878999999998
NT,2006-07-01,0.300528119,0.979900002,-0.19999998800000002,0.11376221,0.01294184
NT,2006-08-01,0.27376512199999997,0.976899981,-0.19999998800000002,0.09825180300000001,0.009653417
NT,2006-09-01,0.253437112,0.976399958,-0.19999998800000002,0.08771142,0.007693293
NT,2006-10-01,0.24668352100000002,0.9957000020000001,-0.19999998800000002,0.088436945,0.007821093000000001
NT,2006-11-01,0.246842707,0.9941999909999999,-0.19999998800000002,0.094139092,0.008862169
NT,2006-12-01,0.254474751,0.9874999520000001,-0.19999998800000002,0.107620921,0.011582263
NT,2007-01-01,0.335296484,0.998299956,-0.19999998800000002,0.14840198400000001,0.022023149
NT,2007-02-01,0.342593418,0.9928999540000001,-0.19999998800000002,0.148658412,0.022099322999999997
NT,2007-03-01,0.34948965200000004,0.9916999940000001,-0.19999998800000002,0.15219493,0.023163297000000003
NT,2007-04-01,0.340677323,0.9957000020000001,-0.19999998800000002,0.13471776900000001,0.018148877
NT,2007-05-01,0.322588442,0.988899946,-0.19999998800000002,0.122232213,0.014940713999999999
NT,2007-06-01,0.306031492,0.9976999759999999,-0.19999998800000002,0.113803919,0.012951332
NT,2007-07-01,0.282780896,0.9692999720000001,-0.19999998800000002,0.09893922699999999,0.009788971
NT,2007-08-01,0.26154999,0.9968999620000001,-0.19999998800000002,0.088854239,0.007895076
NT,2007-09-01,0.24210571,0.9921999570000001,-0.19999998800000002,0.08027078900000001,0.0064434
NT,2007-10-01,0.23750423899999998,0.9801499840000001,-0.19999998800000002,0.08873636,0.007874141999999999
NT,2007-11-01,0.24793965399999998,0.993900001,-0.19999998800000002,0.106433119,0.011328008999999998
NT,2007-12-01,0.27911011399999996,0.9925999640000001,-0.19999998800000002,0.126430549,0.015984684
NT,2008-01-01,0.300449043,0.99939996,-0.19999998800000002,0.161093815,0.025951217000000002
NT,2008-02-01,0.312123549,0.9936999679999999,-0.19999998800000002,0.159583235,0.025466809
NT,2008-03-01,0.318495155,0.99909997,-0.19999998800000002,0.170974811,0.029232386000000003
NT,2008-04-01,0.292541918,0.98969996,-0.19999998800000002,0.14953018199999998,0.022359275
NT,2008-05-01,0.273522327,0.994899988,-0.19999998800000002,0.130560188,0.017045963
NT,2008-06-01,0.26862657300000004,0.9889999629999999,-0.19999998800000002,0.118560575,0.01405661
NT,2008-07-01,0.25378365,0.9700999859999999,-0.19999998800000002,0.10636606,0.011313739
NT,2008-08-01,0.236369353,0.977799952,-0.19999998800000002,0.092402316,0.008538188
NT,2008-09-01,0.228306464,0.994699955,-0.19999998800000002,0.087207328,0.007605118
NT,2008-10-01,0.223265026,0.965499997,-0.19999998800000002,0.090565605,0.008202129
NT,2008-11-01,0.235483124,0.996199965,-0.19999998800000002,0.09913582900000001,0.009827913
NT,2008-12-01,0.292250174,0.97299999,-0.26589998600000003,0.129531741,0.016778472
NT,2009-01-01,0.317461638,1.047799945,-0.290800005,0.150382846,0.022615
NT,2009-02-01,0.34673408,1.0670000309999998,-0.259599984,0.158445081,0.025104843999999998
NT,2009-03-01,0.332862542,1.1006000040000001,-0.289499998,0.161156768,0.025971504
NT,2009-04-01,0.30926417100000003,1.043900013,-0.261900008,0.14530833,0.021114511000000002
NT,2009-05-01,0.293722152,1.075899959,-0.294999987,0.12833462199999998,0.016469775
NT,2009-06-01,0.282235571,1.1217999459999999,-0.330599993,0.11759508699999999,0.013828604
NT,2009-07-01,0.26508302,1.032400012,-0.315099984,0.10679000699999999,0.011404106
NT,2009-08-01,0.249383445,1.097000003,-0.30699998100000003,0.096849201,0.009379768
NT,2009-09-01,0.23664578,1.048099995,-0.300799996,0.089275464,0.007970108
NT,2009-10-01,0.22936098600000002,0.9889999629999999,-0.282499999,0.08898676300000001,0.007918644
NT,2009-11-01,0.22887130600000002,1.112699986,-0.310299993,0.096493146,0.009310927
NT,2009-12-01,0.26126345,1.091899991,-0.244899988,0.11599265199999999,0.013454295
NT,2010-01-01,0.31729386,1.0752999779999999,-0.260399997,0.148332617,0.022002565
NT,2010-02-01,0.341052389,1.0109000209999999,-0.315200001,0.159863435,0.025556317999999998
NT,2010-03-01,0.362741531,1.13169992,-0.258300006,0.149856233,0.02245689
NT,2010-04-01,0.36042030799999997,1.003600001,-0.302699983,0.130181359,0.016947186
NT,2010-05-01,0.353533052,0.9936999679999999,-0.27059999100000004,0.124785997,0.015571545
NT,2010-06-01,0.33475562600000003,0.9909999970000001,-0.251699984,0.114324792,0.013070158
NT,2010-07-01,0.314116636,1.101499915,-0.269999981,0.103263414,0.010663333
NT,2010-08-01,0.296418632,0.994099975,-0.300799996,0.092560642,0.008567473
NT,2010-09-01,0.29332167,0.977499962,-0.242499992,0.091066335,0.008293077
NT,2010-10-01,0.299980275,1.0965999359999998,-0.263699979,0.105440985,0.011117801
NT,2010-11-01,0.306870566,1.182899952,-0.288699985,0.118401861,0.014019001000000001
NT,2010-12-01,0.330065858,1.009799957,-0.252599984,0.118246081,0.013982136000000001
NT,2011-01-01,0.37338785799999996,1.032099962,-0.282700002,0.145309,0.021114705
NT,2011-02-01,0.36513789,1.044099927,-0.256899983,0.117977272,0.013918637
NT,2011-03-01,0.387363256,0.9963999990000001,-0.247499987,0.118460257,0.014032832
NT,2011-04-01,0.40774904799999995,1.0856000190000001,-0.31279999,0.126908047,0.016105651999999998
NT,2011-05-01,0.37623578399999996,0.99879998,-0.278999984,0.113906508,0.012974693
NT,2011-06-01,0.34952834,1.078400016,-0.304199994,0.104971425,0.011019
NT,2011-07-01,0.326149417,1.021099925,-0.296799988,0.097556144,0.009517201
NT,2011-08-01,0.300285038,0.9813999529999999,-0.19999998800000002,0.087197981,0.007603488
NT,2011-09-01,0.27929462,1.069899917,-0.274199992,0.086203814,0.0074310980000000006
NT,2011-10-01,0.275606378,1.039099932,-0.26209998100000004,0.107809159,0.011622815
NT,2011-11-01,0.307829821,0.9983999729999999,-0.279300004,0.131689841,0.017342213999999998
NT,2011-12-01,0.336087188,1.099900007,-0.307399988,0.144749895,0.020952532
NT,2012-01-01,0.30609233,1.005699992,-0.28099998800000003,0.128628149,0.016545201000000002
NT,2012-02-01,0.326732665,1.054700017,-0.30429998,0.150855491,0.022757378999999998
NT,2012-03-01,0.367088769,1.051800013,-0.245099992,0.143629451,0.020629419
NT,2012-04-01,0.36422278399999997,1.0569000240000002,-0.32249999,0.14336875699999999,0.0205546
NT,2012-05-01,0.33370970699999997,0.991599977,-0.263599992,0.12704655,0.016140826
NT,2012-06-01,0.309321629,1.094200015,-0.287599981,0.11543196900000001,0.01332454
NT,2012-07-01,0.284419655,1.039099932,-0.305599988,0.103313396,0.010673658
NT,2012-08-01,0.26321648,1.120299935,-0.285899997,0.09237397300000001,0.008532951
NT,2012-09-01,0.250376789,1.02489996,-0.264899999,0.08568112900000001,0.007341256
NT,2012-10-01,0.24714197100000002,0.9904999729999999,-0.283199996,0.09211238699999999,0.008484692
NT,2012-11-01,0.256004777,1.097599983,-0.275599986,0.105566226,0.011144228
NT,2012-12-01,0.283931287,0.998299956,-0.309699982,0.126201426,0.0159268
NT,2013-01-01,0.297872482,0.99879998,-0.19999998800000002,0.142549592,0.020320386
NT,2013-02-01,0.308893555,0.9904999729999999,-0.19999998800000002,0.15183817300000002,0.023054831
NT,2013-03-01,0.32321762,0.9874999520000001,-0.19999998800000002,0.158861186,0.025236876000000002
NT,2013-04-01,0.309663769,0.994999945,-0.19999998800000002,0.150127967,0.022538406
NT,2013-05-01,0.300291912,0.987099946,-0.19999998800000002,0.135029026,0.018232838
NT,2013-06-01,0.286197668,0.9916999940000001,-0.19999998800000002,0.120443631,0.014506668
NT,2013-07-01,0.26722159100000004,0.966600001,-0.19999998800000002,0.10540146800000001,0.011109468999999999
NT,2013-08-01,0.24679611,0.990099967,-0.19999998800000002,0.090577585,0.008204299
